Stock Name,Stock Code,Date,Open,Close,High,Low,Volume,Turnover,Amplitude,Change Percent,Change Amount,Turnover Rate
贵州茅台,600519,2001-12-20,-158.95,-159.18,-158.95,-159.2,11362,39988830.0,-0.16,-0.15,-0.24,1.59
贵州茅台,600519,2001-12-21,-159.19,-158.96,-158.94,-159.19,8135,28861442.0,-0.16,0.14,0.22,1.14
贵州茅台,600519,2001-12-24,-158.94,-158.85,-158.69,-158.97,27251,99947172.0,-0.18,0.07,0.11,3.81
贵州茅台,600519,2001-12-25,-158.85,-158.84,-158.79,-158.94,12183,44420025.0,-0.09,0.01,0.01,1.7
贵州茅台,600519,2001-12-26,-158.83,-158.7,-158.69,-158.91,16810,62127143.0,-0.14,0.09,0.14,2.35
贵州茅台,600519,2001-12-27,-158.69,-158.67,-158.57,-158.75,23285,87052679.0,-0.11,0.02,0.03,3.26
贵州茅台,600519,2001-12-28,-158.68,-158.68,-158.62,-158.76,12279,45692306.0,-0.09,-0.01,-0.01,1.72
贵州茅台,600519,2001-12-31,-158.6,-158.43,-158.28,-158.64,52195,202281565.0,-0.23,0.16,0.25,7.3
贵州茅台,600519,2002-01-04,-158.39,-158.63,-158.38,-158.65,29110,111030307.0,-0.17,-0.13,-0.2,4.07
贵州茅台,600519,2002-01-07,-158.71,-158.67,-158.64,-158.8,18943,70279717.0,-0.1,-0.03,-0.04,2.65
贵州茅台,600519,2002-01-08,-158.74,-158.82,-158.62,-158.84,13287,48947614.0,-0.14,-0.09,-0.15,1.86
贵州茅台,600519,2002-01-09,-158.84,-158.76,-158.7,-158.86,10607,38912708.0,-0.1,0.04,0.06,1.48
贵州茅台,600519,2002-01-10,-158.74,-158.69,-158.66,-158.86,18816,69093753.0,-0.13,0.04,0.07,2.63
贵州茅台,600519,2002-01-11,-158.73,-158.92,-158.71,-158.93,11835,43306414.0,-0.14,-0.14,-0.23,1.66
贵州茅台,600519,2002-01-14,-158.99,-158.91,-158.85,-159.05,18719,67196713.0,-0.13,0.01,0.01,2.62
贵州茅台,600519,2002-01-15,-158.94,-158.83,-158.73,-158.95,18247,66666866.0,-0.14,0.05,0.08,2.55
贵州茅台,600519,2002-01-16,-158.84,-158.86,-158.74,-159.05,13974,50700232.0,-0.2,-0.02,-0.03,1.95
贵州茅台,600519,2002-01-17,-158.89,-159.12,-158.84,-159.19,24180,85418339.0,-0.22,-0.16,-0.26,3.38
贵州茅台,600519,2002-01-18,-159.17,-158.81,-158.76,-159.19,32262,116437266.0,-0.27,0.19,0.31,4.51
贵州茅台,600519,2002-01-21,-158.87,-158.96,-158.82,-159.02,15756,56764193.0,-0.13,-0.09,-0.15,2.2
贵州茅台,600519,2002-01-22,-158.97,-158.85,-158.75,-158.97,13486,49186214.0,-0.14,0.07,0.11,1.89
贵州茅台,600519,2002-01-23,-158.81,-158.61,-158.61,-158.89,23336,86396947.0,-0.18,0.15,0.24,3.26
贵州茅台,600519,2002-01-24,-158.66,-158.68,-158.56,-158.78,26616,99483236.0,-0.14,-0.04,-0.07,3.72
贵州茅台,600519,2002-01-25,-158.69,-158.72,-158.62,-158.78,13941,51685502.0,-0.1,-0.03,-0.04,1.95
贵州茅台,600519,2002-01-28,-158.74,-159.04,-158.68,-159.07,21668,77886073.0,-0.25,-0.2,-0.32,3.03
贵州茅台,600519,2002-01-29,-159.09,-159.0,-158.89,-159.14,11872,42283085.0,-0.16,0.03,0.04,1.66
贵州茅台,600519,2002-01-30,-159.01,-159.02,-158.88,-159.09,8419,30030708.0,-0.13,-0.01,-0.02,1.18
贵州茅台,600519,2002-01-31,-158.93,-158.62,-158.54,-158.93,40828,152780902.0,-0.25,0.25,0.4,5.71
